Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
lp-at108,LED high bay lineair 100W 16.000 lm 4000K,"<p>Lineaire LED high bay met 160 lm/W en een driehoekige behuizing die de warmte snel afvoert. Doorlusbaar met 3x2,5 mm2, dus meerdere armaturen op één voeding. Beugel- of pendelmontage (toebehoren apart). Ideaal boven stellingpaden in magazijnen en distributiecentra.</p><ul><li>160 lm/W</li><li>Doorlusbaar 3x2,5 mm2</li><li>Stralingshoek 30x90 graden voor gangpaden</li><li>Beugel of pendel</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>100W</td></tr><tr><td>Lichtstroom</td><td>16.000 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>30x90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Doorlusbekabeling</td><td>3x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay lineair",TRUE,Title,Default Title,LP-AT108,135.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at108-1-l.webp,1,active
lp-at108,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at108-2-l.webp,2,
lp-at108,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at108-3-l.webp,3,
lp-at108,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at108-4-l.webp,4,
lp-at109,LED high bay lineair 150W 24.000 lm 4000K,"<p>Lineaire LED high bay met 160 lm/W en een driehoekige behuizing die de warmte snel afvoert. Doorlusbaar met 3x2,5 mm2, dus meerdere armaturen op één voeding. Beugel- of pendelmontage (toebehoren apart). Ideaal boven stellingpaden in magazijnen en distributiecentra.</p><ul><li>160 lm/W</li><li>Doorlusbaar 3x2,5 mm2</li><li>Stralingshoek 30x90 graden voor gangpaden</li><li>Beugel of pendel</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>150W</td></tr><tr><td>Lichtstroom</td><td>24.000 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>30x90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Doorlusbekabeling</td><td>3x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay lineair",TRUE,Title,Default Title,LP-AT109,175.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at109-1-l.webp,1,active
lp-at109,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at109-2-l.webp,2,
lp-at109,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at109-3-l.webp,3,
lp-at109,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at109-4-l.webp,4,
lp-at110,LED high bay lineair 200W 32.000 lm 4000K,"<p>Lineaire LED high bay met 160 lm/W en een driehoekige behuizing die de warmte snel afvoert. Doorlusbaar met 3x2,5 mm2, dus meerdere armaturen op één voeding. Beugel- of pendelmontage (toebehoren apart). Ideaal boven stellingpaden in magazijnen en distributiecentra.</p><ul><li>160 lm/W</li><li>Doorlusbaar 3x2,5 mm2</li><li>Stralingshoek 30x90 graden voor gangpaden</li><li>Beugel of pendel</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>200W</td></tr><tr><td>Lichtstroom</td><td>32.000 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>30x90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Doorlusbekabeling</td><td>3x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay lineair",TRUE,Title,Default Title,LP-AT110,219.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at110-1-l.webp,1,active
lp-at110,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at110-2-l.webp,2,
lp-at110,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at110-3-l.webp,3,
lp-at110,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at110-4-l.webp,4,
lp-at111,LED high bay lineair 100W 16.000 lm 5000K,"<p>Lineaire LED high bay met 160 lm/W en een driehoekige behuizing die de warmte snel afvoert. Doorlusbaar met 3x2,5 mm2, dus meerdere armaturen op één voeding. Beugel- of pendelmontage (toebehoren apart). Ideaal boven stellingpaden in magazijnen en distributiecentra.</p><ul><li>160 lm/W</li><li>Doorlusbaar 3x2,5 mm2</li><li>Stralingshoek 30x90 graden voor gangpaden</li><li>Beugel of pendel</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>100W</td></tr><tr><td>Lichtstroom</td><td>16.000 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>5000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>30x90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Doorlusbekabeling</td><td>3x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay lineair",TRUE,Title,Default Title,LP-AT111,135.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at111-1-l.webp,1,active
lp-at111,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at111-2-l.webp,2,
lp-at111,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at111-3-l.webp,3,
lp-at111,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at111-4-l.webp,4,
lp-at112,LED high bay lineair 150W 24.000 lm 5000K,"<p>Lineaire LED high bay met 160 lm/W en een driehoekige behuizing die de warmte snel afvoert. Doorlusbaar met 3x2,5 mm2, dus meerdere armaturen op één voeding. Beugel- of pendelmontage (toebehoren apart). Ideaal boven stellingpaden in magazijnen en distributiecentra.</p><ul><li>160 lm/W</li><li>Doorlusbaar 3x2,5 mm2</li><li>Stralingshoek 30x90 graden voor gangpaden</li><li>Beugel of pendel</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>150W</td></tr><tr><td>Lichtstroom</td><td>24.000 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>5000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>30x90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Doorlusbekabeling</td><td>3x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay lineair",TRUE,Title,Default Title,LP-AT112,175.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at112-1-l.webp,1,active
lp-at112,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at112-2-l.webp,2,
lp-at112,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at112-3-l.webp,3,
lp-at112,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at112-4-l.webp,4,
lp-at113,LED high bay lineair 200W 32.000 lm 5000K,"<p>Lineaire LED high bay met 160 lm/W en een driehoekige behuizing die de warmte snel afvoert. Doorlusbaar met 3x2,5 mm2, dus meerdere armaturen op één voeding. Beugel- of pendelmontage (toebehoren apart). Ideaal boven stellingpaden in magazijnen en distributiecentra.</p><ul><li>160 lm/W</li><li>Doorlusbaar 3x2,5 mm2</li><li>Stralingshoek 30x90 graden voor gangpaden</li><li>Beugel of pendel</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>200W</td></tr><tr><td>Lichtstroom</td><td>32.000 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>5000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>30x90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Doorlusbekabeling</td><td>3x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay lineair",TRUE,Title,Default Title,LP-AT113,219.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at113-1-l.webp,1,active
lp-at113,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at113-2-l.webp,2,
lp-at113,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at113-3-l.webp,3,
lp-at113,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at113-4-l.webp,4,
lp-at114,"Wandbeugel verstelbaar, set van 2","<p>Wandbeugel verstelbaar, set van 2. Toebehoren voor de led high bay lineair uit de serie ATRIA.</p><ul><li>Past op de armaturen uit deze serie</li><li>Direct uit voorraad</li></ul><h3>Specificaties</h3><table><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,Toebehoren",TRUE,Title,Default Title,LP-AT114,14.45,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at114-1-l.webp,1,active
lp-at115,"Ophangset staalkabel 1,1 m, set van 2","<p>Ophangset staalkabel 1,1 m, set van 2. Toebehoren voor de led high bay lineair uit de serie ATRIA.</p><ul><li>Past op de armaturen uit deze serie</li><li>Direct uit voorraad</li></ul><h3>Specificaties</h3><table><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,Toebehoren",TRUE,Title,Default Title,LP-AT115,7.25,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at115-1-l.webp,1,active
lp-at116,"LED low bay lineair 14-75W instelbaar 15.000 lm 4000K, DALI","<p>Lineaire LED low bay met instelbaar vermogen: één armatuur voor meerdere plafondhoogtes. 160 lm/W, doorlusbaar en met gereedschapsloze bekabeling. Geschikt voor werkplaatsen, supermarkten en lichte industrie tot circa 8 meter hoogte.</p><ul><li>Vermogen instelbaar</li><li>160 lm/W</li><li>Doorlusbaar</li><li>Gereedschapsloze aansluiting</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>14-75W</td></tr><tr><td>Lichtstroom</td><td>15.000 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90x110°</td></tr><tr><td>Driver</td><td>Lifud</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>DALI</td></tr><tr><td>Doorlusbekabeling</td><td>5x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,Low bay lineair",TRUE,Title,Default Title,LP-AT116,185.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at116-1-l.webp,1,active
lp-at116,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at116-2-l.webp,2,
lp-at116,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at116-3-l.webp,3,
lp-at116,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at116-4-l.webp,4,
lp-at117,LED low bay lineair 50-120W instelbaar 21.600 lm 4000K,"<p>Lineaire LED low bay met instelbaar vermogen: één armatuur voor meerdere plafondhoogtes. 160 lm/W, doorlusbaar en met gereedschapsloze bekabeling. Geschikt voor werkplaatsen, supermarkten en lichte industrie tot circa 8 meter hoogte.</p><ul><li>Vermogen instelbaar</li><li>160 lm/W</li><li>Doorlusbaar</li><li>Gereedschapsloze aansluiting</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>50-120W</td></tr><tr><td>Lichtstroom</td><td>21.600 lm</td></tr><tr><td>Lichtrendement</td><td>160 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90x110°</td></tr><tr><td>Driver</td><td>Lifud</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Doorlusbekabeling</td><td>3x2.5 mm²</td></tr><tr><td>Koppeling</td><td>Doorlusbaar</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,Low bay lineair",TRUE,Title,Default Title,LP-AT117,165.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at117-1-l.webp,1,active
lp-at117,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at117-2-l.webp,2,
lp-at117,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at117-3-l.webp,3,
lp-at117,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at117-4-l.webp,4,
lp-at118,LED high bay UFO 100W 15.000 lm 4000K,"<p>UFO high bay met 150 lm/W en een aansluiting voor een insteeksensor: bewegings- en daglichtsensor klikt u er in tien seconden op. Lumileds-leds en Sosen-driver, 1 meter kabel, IP65. Voor magazijnen, hallen en werkplaatsen tot 12 meter hoogte.</p><ul><li>150 lm/W</li><li>Insteeksensor optioneel</li><li>Lumileds-leds, Sosen-driver</li><li>IP65</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>100W</td></tr><tr><td>Lichtstroom</td><td>15.000 lm</td></tr><tr><td>Lichtrendement</td><td>150 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Sensor</td><td>Insteeksensor (aux-poort)</td></tr><tr><td>Aansluitkabel</td><td>1 m</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay UFO, sensorgereed",TRUE,Title,Default Title,LP-AT118,77.79,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at118-1-l.webp,1,active
lp-at118,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at118-2-l.webp,2,
lp-at118,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at118-3-l.webp,3,
lp-at118,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at118-4-l.webp,4,
lp-at119,LED high bay UFO 150W 22.500 lm 4000K,"<p>UFO high bay met 150 lm/W en een aansluiting voor een insteeksensor: bewegings- en daglichtsensor klikt u er in tien seconden op. Lumileds-leds en Sosen-driver, 1 meter kabel, IP65. Voor magazijnen, hallen en werkplaatsen tot 12 meter hoogte.</p><ul><li>150 lm/W</li><li>Insteeksensor optioneel</li><li>Lumileds-leds, Sosen-driver</li><li>IP65</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>150W</td></tr><tr><td>Lichtstroom</td><td>22.500 lm</td></tr><tr><td>Lichtrendement</td><td>150 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Sensor</td><td>Insteeksensor (aux-poort)</td></tr><tr><td>Aansluitkabel</td><td>1 m</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 3 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay UFO, sensorgereed",TRUE,Title,Default Title,LP-AT119,96.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at119-1-l.webp,1,active
lp-at119,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at119-2-l.webp,2,
lp-at119,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at119-3-l.webp,3,
lp-at119,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at119-4-l.webp,4,
lp-at120,LED high bay UFO 200W 30.000 lm 4000K,"<p>UFO high bay met 150 lm/W en een aansluiting voor een insteeksensor: bewegings- en daglichtsensor klikt u er in tien seconden op. Lumileds-leds en Sosen-driver, 1 meter kabel, IP65. Voor magazijnen, hallen en werkplaatsen tot 12 meter hoogte.</p><ul><li>150 lm/W</li><li>Insteeksensor optioneel</li><li>Lumileds-leds, Sosen-driver</li><li>IP65</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>200W</td></tr><tr><td>Lichtstroom</td><td>30.000 lm</td></tr><tr><td>Lichtrendement</td><td>150 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Sensor</td><td>Insteeksensor (aux-poort)</td></tr><tr><td>Aansluitkabel</td><td>1 m</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay UFO, sensorgereed",TRUE,Title,Default Title,LP-AT120,115.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at120-1-l.webp,1,active
lp-at120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at120-2-l.webp,2,
lp-at120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at120-3-l.webp,3,
lp-at120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at120-4-l.webp,4,
lp-at121,"LED high bay UFO 100W 15.000 lm 5000K, Sosen-driver","<p>UFO high bay met 150 lm/W en een aansluiting voor een insteeksensor: bewegings- en daglichtsensor klikt u er in tien seconden op. Lumileds-leds en Sosen-driver, 1 meter kabel, IP65. Voor magazijnen, hallen en werkplaatsen tot 12 meter hoogte.</p><ul><li>150 lm/W</li><li>Insteeksensor optioneel</li><li>Lumileds-leds, Sosen-driver</li><li>IP65</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>100W</td></tr><tr><td>Lichtstroom</td><td>15.000 lm</td></tr><tr><td>Lichtrendement</td><td>150 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>5000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Sensor</td><td>Insteeksensor (aux-poort)</td></tr><tr><td>Aansluitkabel</td><td>1 m</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay UFO, sensorgereed",TRUE,Title,Default Title,LP-AT121,77.79,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at121-1-l.webp,1,active
lp-at121,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at121-2-l.webp,2,
lp-at121,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at121-3-l.webp,3,
lp-at121,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at121-4-l.webp,4,
lp-at122,"LED high bay UFO 150W 22.500 lm 5000K, Sosen-driver","<p>UFO high bay met 150 lm/W en een aansluiting voor een insteeksensor: bewegings- en daglichtsensor klikt u er in tien seconden op. Lumileds-leds en Sosen-driver, 1 meter kabel, IP65. Voor magazijnen, hallen en werkplaatsen tot 12 meter hoogte.</p><ul><li>150 lm/W</li><li>Insteeksensor optioneel</li><li>Lumileds-leds, Sosen-driver</li><li>IP65</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>150W</td></tr><tr><td>Lichtstroom</td><td>22.500 lm</td></tr><tr><td>Lichtrendement</td><td>150 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>5000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Sensor</td><td>Insteeksensor (aux-poort)</td></tr><tr><td>Aansluitkabel</td><td>1 m</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 3 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay UFO, sensorgereed",TRUE,Title,Default Title,LP-AT122,96.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at122-1-l.webp,1,active
lp-at122,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at122-2-l.webp,2,
lp-at122,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at122-3-l.webp,3,
lp-at122,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-at122-4-l.webp,4,
lp-at123,LED high bay UFO 200W 30.000 lm 5000K,"<p>UFO high bay met 150 lm/W en een aansluiting voor een insteeksensor: bewegings- en daglichtsensor klikt u er in tien seconden op. Lumileds-leds en Sosen-driver, 1 meter kabel, IP65. Voor magazijnen, hallen en werkplaatsen tot 12 meter hoogte.</p><ul><li>150 lm/W</li><li>Insteeksensor optioneel</li><li>Lumileds-leds, Sosen-driver</li><li>IP65</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>200W</td></tr><tr><td>Lichtstroom</td><td>30.000 lm</td></tr><tr><td>Lichtrendement</td><td>150 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>5000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 80</td></tr><tr><td>Lichtverdeling</td><td>90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Sensor</td><td>Insteeksensor (aux-poort)</td></tr><tr><td>Aansluitkabel</td><td>1 m</td></tr><tr><td>IP-klasse</td><td>IP65</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 4 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,ATRIA,"ATRIA,B2B,High bay UFO, sensorgereed",TRUE,Title,Default Title,LP-AT123,115.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-at123-1-l.webp,1,active
